TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1628942674;14/08/2021 12:04:34;26,41;42,7;39,58;1014,17;0;171;0;
1628942734;14/08/2021 12:05:34;26,2;42,4;39,91;1014,16;1,71;137;0;
1628942794;14/08/2021 12:06:34;26,26;42,2;39,78;1014,17;0;235;0;
1628942854;14/08/2021 12:07:34;26,46;42,2;39,47;1014,2;12,41;213;0;
1628942914;14/08/2021 12:08:34;26,47;41,8;39,38;1014,25;0;242;0;
1628942974;14/08/2021 12:09:34;26,25;41,9;39,93;1014,18;3,55;159;0;
1628943034;14/08/2021 12:10:34;26,27;41,7;40,05;1014,21;7,5;238;0;
1628943094;14/08/2021 12:11:34;26,42;41,7;39,92;1014,25;0;241;0;
1628943154;14/08/2021 12:12:34;26,44;41,7;40,03;1014,23;0;255;0;
1628943214;14/08/2021 12:13:34;26,44;41,6;40,14;1014,18;21,46;144;0;
1628943274;14/08/2021 12:14:34;26,59;41,6;39,81;1014,17;11,53;199;0;
1628943334;14/08/2021 12:15:34;26,55;41,5;39,83;1014,13;5,28;195;0;
1628943394;14/08/2021 12:16:34;26,58;41,4;39,93;1014,13;5,93;212;0;
1628943454;14/08/2021 12:17:34;26,42;41,2;40,1;1014,13;9,91;13;0;
1628943514;14/08/2021 12:18:34;26,14;41,4;40,19;1014,1;7,05;219;0;
1628943574;14/08/2021 12:19:34;26,37;41,4;39,91;1014,15;8,24;221;0;
1628943634;14/08/2021 12:20:34;26,47;41,7;39,74;1014,14;5,38;261;0;
1628943694;14/08/2021 12:21:34;26,41;41,5;39,46;1014,1;0;3;0;
1628943754;14/08/2021 12:22:34;26,33;41,5;39,6;1014,11;7,31;224;0;
1628943814;14/08/2021 12:23:34;26,41;41,5;39,61;1014,18;13,17;215;0;
1628943874;14/08/2021 12:24:34;26,34;40,8;39,74;1014,14;16,39;210;0;
1628943934;14/08/2021 12:25:34;26,18;40,6;39,89;1014,1;13,35;218;0;
1628943994;14/08/2021 12:26:34;26,08;40,2;40,12;1014,1;6,84;204;0;
1628944054;14/08/2021 12:27:34;26,05;39,5;40,36;1014,1;9,3;207;0;
1628944114;14/08/2021 12:28:34;26,03;39,2;40,6;1014,11;16,1;203;0;
1628944174;14/08/2021 12:29:34;25,91;39;40,81;1014,09;22,41;211;0;
1628944235;14/08/2021 12:30:35;25,8;38,9;41,17;1014,07;4,67;207;0;
1628944295;14/08/2021 12:31:35;25,75;39;41,35;1014,04;13,02;191;0;
1628944355;14/08/2021 12:32:35;25,97;39,2;41,09;1014,06;13,02;199;0;
1628944415;14/08/2021 12:33:35;26,21;39,4;40,68;1014,08;1,37;206;0;
1628944475;14/08/2021 12:34:35;26,38;39,4;40,3;1014,07;12,91;189;0;
1628944535;14/08/2021 12:35:35;26,3;39,5;40,37;1014,08;7,97;211;0;
1628944595;14/08/2021 12:36:35;26,36;39,5;40,11;1014,1;15,34;212;0;
1628944655;14/08/2021 12:37:35;26,29;39,4;39,99;1014,07;8,81;215;0;
1628944715;14/08/2021 12:38:35;26,24;39,5;40,19;1014,05;5,95;197;0;
1628944775;14/08/2021 12:39:35;26,42;39,4;39,98;1014,09;8,05;188;0;
1628944835;14/08/2021 12:40:35;26,25;39,5;40,21;1014,03;5,61;210;0;
1628944895;14/08/2021 12:41:35;26,26;39,4;40,18;1013,98;10,51;208;0;
1628944955;14/08/2021 12:42:35;26,33;39,5;40,06;1013,92;21,78;208;0;
1628945015;14/08/2021 12:43:35;26,42;39,4;39,93;1013,96;14,03;219;0;
1628945075;14/08/2021 12:44:35;26,22;39,4;40,19;1013,97;12,67;207;0;
1628945135;14/08/2021 12:45:35;26,22;39,4;39,83;1013,98;3,68;236;0;
1628945195;14/08/2021 12:46:35;26,35;39,3;39,55;1013,96;14,05;212;0;
1628945255;14/08/2021 12:47:35;26,44;39,4;39,25;1013,98;0,97;198;0;
1628945315;14/08/2021 12:48:35;26,42;39,4;39,15;1013,95;3,36;335;0;
1628945375;14/08/2021 12:49:35;26,62;39,4;38,82;1013,96;0;234;0;
