TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1658077472;17/07/2022 17:04:32;28,88;40,5;56,86;1016,63;2,87;308;-999;
1658077532;17/07/2022 17:05:32;28,82;40,5;56,93;1016,65;2,66;306;-999;
1658077592;17/07/2022 17:06:32;28,87;40,5;57,14;1016,64;1,99;320;-999;
1658077652;17/07/2022 17:07:32;28,87;40,5;57,58;1016,65;2,2;308;-999;
1658077712;17/07/2022 17:08:32;28,97;40,8;57,49;1016,63;2,24;300;-999;
1658077772;17/07/2022 17:09:32;29,09;40,9;57,16;1016,61;2,04;307;-999;
1658077833;17/07/2022 17:10:33;29,23;40,8;56,77;1016,6;5,27;320;-999;
1658077893;17/07/2022 17:11:33;29,26;41;56,75;1016,65;3,22;298;-999;
1658077953;17/07/2022 17:12:33;29,22;40,9;57,12;1016,63;2,11;303;-999;
1658078013;17/07/2022 17:13:33;29,26;40,7;56,93;1016,65;1,29;313;-999;
1658078073;17/07/2022 17:14:33;29,29;40,4;57;1016,63;1,81;275;-999;
1658078133;17/07/2022 17:15:33;29,34;40,3;56,41;1016,6;1,71;332;-999;
1658078193;17/07/2022 17:16:33;29,36;40,2;56,53;1016,56;3,02;318;-999;
1658078253;17/07/2022 17:17:33;29,54;40,2;56,43;1016,54;2,5;315;-999;
1658078313;17/07/2022 17:18:33;29,7;40;55,81;1016,57;2,53;297;-999;
1658078373;17/07/2022 17:19:33;29,84;40;54,91;1016,52;3,33;312;-999;
1658078433;17/07/2022 17:20:33;29,78;39,5;54,93;1016,48;4,28;324;-999;
1658078493;17/07/2022 17:21:33;29,74;39,4;54,82;1016,53;3,35;314;-999;
1658078553;17/07/2022 17:22:33;29,65;39,5;53,93;1016,53;2,55;276;-999;
1658078613;17/07/2022 17:23:33;29,46;39,7;54,83;1016,51;2,65;302;-999;
1658078673;17/07/2022 17:24:33;29,43;39,9;55,71;1016,51;2,69;315;-999;
1658078733;17/07/2022 17:25:33;29,56;40,1;55,49;1016,49;4,07;314;-999;
1658078793;17/07/2022 17:26:33;29,6;40,2;55,33;1016,54;2,56;286;-999;
1658078853;17/07/2022 17:27:33;29,53;40,4;55,57;1016,53;2,74;285;-999;
1658078913;17/07/2022 17:28:33;29,34;40,5;55,66;1016,52;3,61;319;-999;
1658078973;17/07/2022 17:29:33;29,05;40,6;56,5;1016,49;2,58;325;-999;
1658079033;17/07/2022 17:30:33;28,97;40,7;57,31;1016,5;4,14;319;-999;
1658079093;17/07/2022 17:31:33;28,99;40,7;57,12;1016,46;5,07;321;-999;
1658079153;17/07/2022 17:32:33;28,99;40,9;57,07;1016,47;2,16;326;-999;
1658079213;17/07/2022 17:33:33;28,88;41;58,02;1016,44;2,39;310;-999;
1658079273;17/07/2022 17:34:33;29,02;41,1;57,4;1016,41;2,7;318;-999;
1658079333;17/07/2022 17:35:33;29,25;41,3;56,92;1016,42;2,72;276;-999;
1658079393;17/07/2022 17:36:33;29,5;41,3;55,8;1016,38;3,33;325;-999;
1658079453;17/07/2022 17:37:33;29,42;41,2;55,72;1016,35;2,47;317;-999;
1658079513;17/07/2022 17:38:33;29,3;41,2;56,23;1016,38;1,73;280;-999;
1658079573;17/07/2022 17:39:33;29,42;41,3;56,14;1016,39;1,01;303;-999;
1658079633;17/07/2022 17:40:33;29,5;41,2;54,94;1016,4;2,85;319;-999;
1658079693;17/07/2022 17:41:33;29,53;41,4;54,94;1016,39;2,27;293;-999;
1658079753;17/07/2022 17:42:33;29,7;41,4;54,64;1016,42;1,36;280;-999;
1658079814;17/07/2022 17:43:34;29,68;41,4;54,38;1016,43;0,95;246;-999;
1658079874;17/07/2022 17:44:34;29,65;41,4;55,2;1016,43;1,87;303;-999;
1658079934;17/07/2022 17:45:34;29,71;41,6;55,29;1016,46;1,84;301;-999;
1658079994;17/07/2022 17:46:34;29,61;41,6;56,1;1016,47;2,41;299;-999;
1658080054;17/07/2022 17:47:34;29,57;41,7;56,48;1016,47;3,51;311;-999;
1658080114;17/07/2022 17:48:34;29,53;41,7;56,32;1016,43;1,48;302;-999;
1658080174;17/07/2022 17:49:34;29,46;41,6;56,55;1016,4;3,93;319;-999;
