TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1651323831;30/04/2022 13:03:51;22,48;22,6;34,05;1018,82;11,37;214;0;
1651323891;30/04/2022 13:04:51;22,39;22,6;34,2;1018,76;8,74;204;0;
1651323951;30/04/2022 13:05:51;22,36;22,6;34,31;1018,77;24,12;203;0;
1651324012;30/04/2022 13:06:52;22,2;22,6;34,51;1018,72;17,41;215;0;
1651324072;30/04/2022 13:07:52;22,2;22,6;34,45;1018,71;5,86;203;0;
1651324132;30/04/2022 13:08:52;22,21;22,6;34,52;1018,7;13,96;211;0;
1651324192;30/04/2022 13:09:52;22,19;22,6;34,62;1018,72;11,07;211;0;
1651324252;30/04/2022 13:10:52;22,22;22,6;34,64;1018,71;11,83;200;0;
1651324312;30/04/2022 13:11:52;22,04;22,6;35,03;1018,62;14,65;179;0;
1651324372;30/04/2022 13:12:52;21,86;22,6;35,2;1018,59;13,94;216;0;
1651324432;30/04/2022 13:13:52;21,99;22,6;35,08;1018,58;15,64;203;0;
1651324492;30/04/2022 13:14:52;21,85;22,6;35,34;1018,55;12,26;210;0;
1651324552;30/04/2022 13:15:52;21,75;22,6;35,53;1018,55;17,23;207;0;
1651324612;30/04/2022 13:16:52;21,69;22,6;35,82;1018,48;13,05;196;0;
1651324672;30/04/2022 13:17:52;21,81;22,6;35,84;1018,51;13,5;201;0;
1651324732;30/04/2022 13:18:52;21,85;22,6;35,57;1018,47;17,18;202;0;
1651324792;30/04/2022 13:19:52;21,78;22,6;35,49;1018,32;13,41;207;0;
1651324852;30/04/2022 13:20:52;21,79;22,6;35,38;1018,33;17,82;195;0;
1651324912;30/04/2022 13:21:52;21,81;22,6;35,5;1018,34;8,76;190;0;
1651324972;30/04/2022 13:22:52;21,8;22,6;35,76;1018,31;7,8;197;0;
1651325032;30/04/2022 13:23:52;21,83;22,6;35,87;1018,39;4,43;201;0;
1651325092;30/04/2022 13:24:52;21,75;22,6;35,84;1018,33;16,52;209;0;
1651325152;30/04/2022 13:25:52;21,78;22,6;35,78;1018,35;9,84;198;0;
1651325212;30/04/2022 13:26:52;21,81;22,6;35,89;1018,37;6,24;200;0;
1651325272;30/04/2022 13:27:52;21,78;22,6;35,72;1018,34;18,71;216;0;
1651325332;30/04/2022 13:28:52;21,7;22,6;35,97;1018,37;11,65;197;0;
1651325392;30/04/2022 13:29:52;21,59;22,6;35,9;1018,36;23,61;207;0;
1651325452;30/04/2022 13:30:52;21,42;22,6;36,05;1018,31;22,05;206;0;
1651325512;30/04/2022 13:31:52;21,43;22,6;35,56;1018,34;14,77;206;0;
1651325572;30/04/2022 13:32:52;21,4;22,6;36,12;1018,35;11,41;217;0;
1651325632;30/04/2022 13:33:52;21,6;22,6;36,15;1018,38;13,14;221;0;
1651325692;30/04/2022 13:34:52;21,72;22,6;36,13;1018,41;18,83;209;0;
1651325752;30/04/2022 13:35:52;21,57;22,6;36,42;1018,39;10,85;209;0;
1651325812;30/04/2022 13:36:52;21,57;22,6;36,44;1018,41;19,61;211;0;
1651325872;30/04/2022 13:37:52;21,58;22,6;36,63;1018,4;5,73;203;0;
1651325932;30/04/2022 13:38:52;21,7;22,6;36,52;1018,44;6,08;212;0;
1651325992;30/04/2022 13:39:52;21,68;22,6;36,5;1018,42;3,91;203;0;
1651326052;30/04/2022 13:40:52;21,64;22,6;36,5;1018,37;11,07;214;0;
1651326112;30/04/2022 13:41:52;21,59;22,6;36,68;1018,41;16,79;211;0;
1651326172;30/04/2022 13:42:52;21,51;22,6;37;1018,38;22,38;211;0;
1651326232;30/04/2022 13:43:52;21,36;22,6;37,37;1018,36;12,9;220;0;
1651326292;30/04/2022 13:44:52;21,31;22,6;37,82;1018,32;9,26;207;0;
1651326352;30/04/2022 13:45:52;21,45;22,6;37,54;1018,37;23,53;214;0;
1651326412;30/04/2022 13:46:52;21,37;22,6;37,53;1018,33;9,6;219;0;
1651326473;30/04/2022 13:47:53;21,33;22,6;37,5;1018,33;4,05;205;0;
1651326533;30/04/2022 13:48:53;21,29;22,6;37,89;1018,31;11,05;223;0;
1651326593;30/04/2022 13:49:53;21,46;22,6;37,82;1018,29;17,27;211;0;
1651326653;30/04/2022 13:50:53;21,42;22,6;37,63;1018,37;13,45;209;0;
1651326713;30/04/2022 13:51:53;21,24;22,6;37,88;1018,32;9,38;219;0;
1651326773;30/04/2022 13:52:53;21,25;22,6;37,92;1018,31;17,53;202;0;
1651326833;30/04/2022 13:53:53;21,21;22,6;38,02;1018,38;21,6;203;0;
