TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1677333877;25/02/2023 14:04:37;24,68;39,3;40,4;1016,28;2,31;175;-999;
1677333937;25/02/2023 14:05:37;24,72;39,3;39,86;1016,2;3,07;189;-999;
1677333997;25/02/2023 14:06:37;24,65;39,3;40,39;1016,21;2,24;196;-999;
1677334057;25/02/2023 14:07:37;24,71;39;40,41;1016,2;2,27;174;-999;
1677334117;25/02/2023 14:08:37;24,81;38,8;40,05;1016,18;1,74;175;-999;
1677334177;25/02/2023 14:09:37;24,64;38,8;40,06;1016,22;2,34;186;-999;
1677334237;25/02/2023 14:10:37;24,46;38,6;40,35;1016,19;3,45;179;-999;
1677334297;25/02/2023 14:11:37;24,33;38,5;40,56;1016,26;3,61;172;-999;
1677334357;25/02/2023 14:12:37;24,27;38,2;40,36;1016,27;3,11;183;-999;
1677334417;25/02/2023 14:13:37;24,19;38,1;40,74;1016,24;1,38;213;-999;
1677334477;25/02/2023 14:14:37;24,1;37,9;41,06;1016,2;1,05;183;-999;
1677334537;25/02/2023 14:15:37;24,1;37,7;41,13;1016,19;3,26;186;-999;
1677334597;25/02/2023 14:16:37;24,14;37,6;41,01;1016,16;1,92;179;-999;
1677334657;25/02/2023 14:17:37;24,14;37,3;40,79;1016,14;2,17;181;-999;
1677334717;25/02/2023 14:18:37;24,22;37,2;41,01;1016,15;2,51;193;-999;
1677334777;25/02/2023 14:19:37;24,24;37,2;40,69;1016,13;2,34;212;-999;
1677334837;25/02/2023 14:20:37;24,27;36,9;40,49;1016,14;4,56;174;-999;
1677334898;25/02/2023 14:21:38;24,19;36,8;40,27;1016,13;2,63;193;-999;
1677334958;25/02/2023 14:22:38;24,09;36,6;40,61;1016,03;6,82;171;-999;
1677335018;25/02/2023 14:23:38;23,93;36,4;40,91;1016,13;3,28;185;-999;
1677335078;25/02/2023 14:24:38;23,85;36,4;41,05;1016,15;2,53;187;-999;
1677335138;25/02/2023 14:25:38;23,78;36,3;41,35;1016,12;1,6;191;-999;
1677335198;25/02/2023 14:26:38;23,75;36,1;41,41;1016,09;1,99;202;-999;
1677335258;25/02/2023 14:27:38;23,79;36,1;41,59;1016,11;2,23;186;-999;
1677335318;25/02/2023 14:28:38;23,91;36;41,37;1016,14;4,02;205;-999;
1677335378;25/02/2023 14:29:38;24,02;35,8;41,24;1016,09;2,1;180;-999;
1677335438;25/02/2023 14:30:38;23,99;35,8;40,98;1016,12;4,12;198;-999;
1677335498;25/02/2023 14:31:38;24,01;35,5;40,89;1016,13;3,34;195;-999;
1677335558;25/02/2023 14:32:38;24,08;35,5;40,47;1016,09;4,1;203;-999;
1677335618;25/02/2023 14:33:38;24,1;35,4;40,81;1016,04;3,56;195;-999;
1677335678;25/02/2023 14:34:38;24,08;35,3;40,54;1016,09;2,6;184;-999;
1677335738;25/02/2023 14:35:38;24,02;35,1;40,63;1016,12;3,59;168;-999;
1677335798;25/02/2023 14:36:38;23,95;34,9;40,79;1016,1;1,68;199;-999;
1677335858;25/02/2023 14:37:38;23,91;34,8;40,85;1016,09;1,6;194;-999;
1677335918;25/02/2023 14:38:38;23,86;34,7;41,08;1016,02;1,9;179;-999;
1677335978;25/02/2023 14:39:38;23,89;34,6;40,71;1016,07;3,83;177;-999;
1677336038;25/02/2023 14:40:38;23,78;34,6;40,91;1016,05;1,61;186;-999;
1677336098;25/02/2023 14:41:38;23,72;34,5;40,95;1015,93;3,89;210;-999;
1677336158;25/02/2023 14:42:38;23,72;34,5;41,61;1016,02;3,25;198;-999;
1677336218;25/02/2023 14:43:38;23,81;34,4;41,21;1016,08;3,2;178;-999;
1677336278;25/02/2023 14:44:38;23,88;34,3;40,88;1016,01;2,66;192;-999;
1677336338;25/02/2023 14:45:38;23,91;34,2;40,76;1016;5,41;190;-999;
