TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1676108140;11/02/2023 9:35:40;36,88;38,2;22,44;953,55;0,4;290;-999;
1676108200;11/02/2023 9:36:40;36,95;38,2;20,62;953,54;0,38;281;-999;
1676108260;11/02/2023 9:37:40;36,95;38,1;18;953,53;0,24;270;-999;
1676108320;11/02/2023 9:38:40;36,99;38;18,8;953,52;0,42;0;-999;
1676108381;11/02/2023 9:39:41;36,96;37,9;18,69;953,54;0,36;12;-999;
1676108441;11/02/2023 9:40:41;36,95;37,9;20,2;953,53;0,2;317;-999;
1676108501;11/02/2023 9:41:41;36,96;37,8;20,15;953,5;0;0;-999;
1676108561;11/02/2023 9:42:41;36,96;37,7;21,5;953,5;0,17;270;-999;
1676108621;11/02/2023 9:43:41;37,03;37,6;18,59;953,5;0,25;32;-999;
1676108681;11/02/2023 9:44:41;37,09;37,6;19,22;953,5;0,22;326;-999;
1676108741;11/02/2023 9:45:41;37,08;37,5;21,21;953,5;0,15;328;-999;
1676108801;11/02/2023 9:46:41;37,09;37,4;19,3;953,49;0,46;351;-999;
1676108861;11/02/2023 9:47:41;36,95;37,4;19,68;953,47;0,57;310;-999;
1676108921;11/02/2023 9:48:41;36,88;37,3;19,1;953,49;0,26;1;-999;
1676108981;11/02/2023 9:49:41;36,79;37,2;20,56;953,48;0,43;322;-999;
1676109041;11/02/2023 9:50:41;36,85;37,2;22,82;953,48;0,84;329;-999;
1676109101;11/02/2023 9:51:41;36,55;37,1;19,76;953,46;0,46;346;-999;
1676109161;11/02/2023 9:52:41;36,44;37,1;20,4;953,45;0,28;330;-999;
1676109221;11/02/2023 9:53:41;36,33;36,9;19,81;953,41;0,69;312;-999;
1676109281;11/02/2023 9:54:41;36,33;36,9;18,48;953,43;0,3;54;-999;
1676109341;11/02/2023 9:55:41;36,28;36,9;19,55;953,43;0,54;292;-999;
1676109401;11/02/2023 9:56:41;36,33;36,9;21,78;953,42;0,44;358;-999;
1676109461;11/02/2023 9:57:41;36,34;36,8;21,35;953,41;0,48;55;-999;
1676109521;11/02/2023 9:58:41;36,25;36,8;22,23;953,38;0,63;316;-999;
1676109581;11/02/2023 9:59:41;36,17;36,7;23,92;953,4;0,32;343;-999;
1676109641;11/02/2023 10:00:41;36,06;36,7;24,11;953,39;0,62;299;-999;
1676109701;11/02/2023 10:01:41;35,99;36,6;24,34;953,39;0,48;312;-999;
1676109761;11/02/2023 10:02:41;35,94;36,6;24,28;953,38;0,48;332;-999;
1676109821;11/02/2023 10:03:41;35,9;36,6;22,68;953,37;0,23;319;-999;
1676109881;11/02/2023 10:04:41;35,92;36,5;19,05;953,38;0,31;293;-999;
1676109941;11/02/2023 10:05:41;35,89;36,5;20,69;953,38;0,19;359;-999;
1676110001;11/02/2023 10:06:41;35,93;36,4;21,88;953,37;0,37;334;-999;
1676110061;11/02/2023 10:07:41;35,9;36,4;22,2;953,39;0,31;354;-999;
1676110121;11/02/2023 10:08:41;35,9;36,3;20,88;953,37;0,23;349;-999;
1676110181;11/02/2023 10:09:41;35,86;36,3;22,58;953,36;0,89;313;-999;
1676110241;11/02/2023 10:10:41;35,77;36,3;19,86;953,37;0,64;349;-999;
1676110301;11/02/2023 10:11:41;35,75;36,3;21,73;953,36;0,4;309;-999;
1676110362;11/02/2023 10:12:42;35,76;36,2;19,15;953,36;0,38;307;-999;
1676110422;11/02/2023 10:13:42;35,7;36,2;18,35;953,35;0,18;279;-999;
1676110482;11/02/2023 10:14:42;35,83;36,2;17,41;953,34;0,52;352;-999;
1676110542;11/02/2023 10:15:42;35,87;36,1;17,04;953,34;0,48;358;-999;
1676110602;11/02/2023 10:16:42;35,89;36,1;17,45;953,34;0,29;347;-999;
1676110662;11/02/2023 10:17:42;35,89;36,1;18,32;953,35;0;0;-999;
1676110722;11/02/2023 10:18:42;35,93;36,1;21,58;953,36;0,14;166;-999;
1676110782;11/02/2023 10:19:42;36,03;36;20,99;953,36;0,59;296;-999;
1676110842;11/02/2023 10:20:42;35,99;36;19,97;953,37;0,46;30;-999;
