TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1687651443;25/06/2023 0:04:03;28,13;40,8;32,59;1015,94;1,83;340;-999;
1687651503;25/06/2023 0:05:03;28,12;40,8;31,81;1015,95;2,05;328;-999;
1687651563;25/06/2023 0:06:03;27,99;40,8;32,47;1015,94;1,88;322;-999;
1687651623;25/06/2023 0:07:03;27,85;40,8;32,97;1015,91;2,42;86;-999;
1687651683;25/06/2023 0:08:03;27,88;40,7;32,97;1015,91;1,85;274;-999;
1687651743;25/06/2023 0:09:03;28,03;40,7;33,17;1015,9;1,29;304;-999;
1687651803;25/06/2023 0:10:03;28,1;40,6;32,72;1015,9;0,95;319;-999;
1687651864;25/06/2023 0:11:04;28,2;40,6;31,58;1015,89;0,67;303;-999;
1687651924;25/06/2023 0:12:04;28,3;40,6;31,74;1015,89;2,22;267;-999;
1687651984;25/06/2023 0:13:04;28,28;40,5;31,5;1015,89;3,7;274;-999;
1687652044;25/06/2023 0:14:04;28,16;40,4;31,99;1015,86;2,15;266;-999;
1687652104;25/06/2023 0:15:04;28,02;40,3;32,13;1015,88;1,71;237;-999;
1687652164;25/06/2023 0:16:04;27,89;40,3;32;1015,88;1,73;312;-999;
1687652224;25/06/2023 0:17:04;27,77;40,2;31,85;1015,86;0,76;353;-999;
1687652284;25/06/2023 0:18:04;27,82;40,2;32,54;1015,84;0,43;86;-999;
1687652344;25/06/2023 0:19:04;27,98;40,2;33,15;1015,85;1,61;285;-999;
1687652404;25/06/2023 0:20:04;28,15;40,2;33,06;1015,85;0,85;282;-999;
1687652464;25/06/2023 0:21:04;28,28;40,2;32,95;1015,83;2,15;295;-999;
1687652524;25/06/2023 0:22:04;28,44;40,1;31,11;1015,82;2,21;284;-999;
1687652584;25/06/2023 0:23:04;28,27;40,1;31,28;1015,8;3,02;292;-999;
1687652644;25/06/2023 0:24:04;28,09;40;31,36;1015,81;3,47;280;-999;
1687652704;25/06/2023 0:25:04;27,84;39,9;31,7;1015,81;3,09;269;-999;
1687652764;25/06/2023 0:26:04;27,64;39,9;31,54;1015,84;4,34;289;-999;
1687652824;25/06/2023 0:27:04;27,48;39,7;31,98;1015,84;3,69;287;-999;
1687652884;25/06/2023 0:28:04;27,38;39,7;32,31;1015,81;3;280;-999;
1687652944;25/06/2023 0:29:04;27,41;39,7;32,78;1015,77;0,93;15;-999;
1687653004;25/06/2023 0:30:04;27,45;39,7;32,23;1015,82;2;309;-999;
1687653064;25/06/2023 0:31:04;27,47;39,6;31,45;1015,81;2,45;324;-999;
1687653124;25/06/2023 0:32:04;27,54;39,6;31,34;1015,78;2,14;264;-999;
1687653184;25/06/2023 0:33:04;27,58;39,5;31,25;1015,78;1,93;279;-999;
1687653244;25/06/2023 0:34:04;27,6;39,4;31,7;1015,78;1,17;277;-999;
1687653304;25/06/2023 0:35:04;27,51;39,4;31,69;1015,8;1,54;52;-999;
1687653364;25/06/2023 0:36:04;27,5;39,4;31,93;1015,8;2,04;272;-999;
1687653424;25/06/2023 0:37:04;27,55;39,3;31,16;1015,79;2,94;284;-999;
1687653484;25/06/2023 0:38:04;27,45;39,2;32;1015,8;0,71;299;-999;
1687653544;25/06/2023 0:39:04;27,48;39,2;32,09;1015,8;1,53;44;-999;
1687653604;25/06/2023 0:40:04;27,52;39,2;32,38;1015,77;2,27;291;-999;
1687653664;25/06/2023 0:41:04;27,61;39,1;33,04;1015,77;2,67;273;-999;
1687653724;25/06/2023 0:42:04;27,77;39;32,61;1015,75;2,18;280;-999;
1687653784;25/06/2023 0:43:04;27,72;39;32,15;1015,77;1,24;284;-999;
1687653845;25/06/2023 0:44:05;27,69;39;32,6;1015,76;0,93;89;-999;
1687653905;25/06/2023 0:45:05;27,71;39;31,75;1015,75;2,66;289;-999;
1687653965;25/06/2023 0:46:05;27,61;38,9;32,24;1015,75;2,16;285;-999;
1687654025;25/06/2023 0:47:05;27,5;38,8;32,51;1015,72;2,84;278;-999;
1687654085;25/06/2023 0:48:05;27,55;38,8;32,5;1015,73;1,48;264;-999;
1687654145;25/06/2023 0:49:05;27,54;38,8;31,95;1015,74;1,69;336;-999;
1687654205;25/06/2023 0:50:05;27,44;38,6;32,38;1015,65;0,78;357;-999;
1687654265;25/06/2023 0:51:05;27,4;38,7;32,86;1015,75;2,66;299;-999;
1687654325;25/06/2023 0:52:05;27,34;38,6;32,49;1015,72;2,5;295;-999;
1687654385;25/06/2023 0:53:05;27,38;38,5;32,02;1015,68;1,59;287;-999;
1687654445;25/06/2023 0:54:05;27,36;38,5;32,22;1015,67;1,22;325;-999;
