TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1596992681;09/08/2020 17:04:41;32.1111;34.4444;47;1008.43;2.12187;42;0;
1596992741;09/08/2020 17:05:41;32.1111;34.4444;47;1008.47;3.1828;28;0;
1596992801;09/08/2020 17:06:41;32.0556;34.4444;47;1008.43;2.12187;47;0;
1596992861;09/08/2020 17:07:41;32.0556;34.4444;47;1008.53;2.12187;47;0;
1596992922;09/08/2020 17:08:42;32.0556;34.4444;47;1008.5;1.06093;47;0;
1596992982;09/08/2020 17:09:42;32.0556;34.4444;46;1008.57;4.24374;65;0;
1596993042;09/08/2020 17:10:42;32.0556;33.8889;46;1008.53;4.24374;59;0;
1596993102;09/08/2020 17:11:42;32.0556;33.8889;45;1008.53;1.06093;40;0;
1596993162;09/08/2020 17:12:42;32.0556;33.8889;45;1008.64;2.12187;22;0;
1596993222;09/08/2020 17:13:42;32.0556;33.8889;45;1008.6;4.24374;15;0;
1596993282;09/08/2020 17:14:42;32;33.8889;45;1008.64;2.12187;36;0;
1596993342;09/08/2020 17:15:42;32.0556;33.8889;45;1008.6;3.1828;63;0;
1596993402;09/08/2020 17:16:42;32.0556;33.8889;48;1008.6;1.06093;58;0;
1596993462;09/08/2020 17:17:42;32.0556;33.8889;50;1008.6;3.1828;30;0;
1596993522;09/08/2020 17:18:42;32.0556;33.8889;49;1008.7;4.24374;355;0;
1596993583;09/08/2020 17:19:43;32;33.8889;50;1008.7;1.06093;46;0;
1596993643;09/08/2020 17:20:43;31.9444;33.8889;52;1008.77;1.06093;46;0;
1596993703;09/08/2020 17:21:43;31.9444;33.8889;53;1008.81;1.06093;46;0;
1596993763;09/08/2020 17:22:43;31.8889;33.8889;55;1008.87;1.06093;46;0;
1596993823;09/08/2020 17:23:43;31.8889;33.8889;52;1008.87;2.12187;81;0;
1596993883;09/08/2020 17:24:43;31.8333;33.8889;53;1008.91;2.12187;86;0;
1596993943;09/08/2020 17:25:43;31.7778;33.8889;54;1008.91;2.12187;88;0;
1596994003;09/08/2020 17:26:43;31.7222;33.8889;53;1008.97;4.24374;109;0;
1596994063;09/08/2020 17:27:43;31.6111;33.8889;54;1009.04;0;121;0;
1596994123;09/08/2020 17:28:43;31.4444;33.3333;55;1009.04;2.12187;101;0;
1596994184;09/08/2020 17:29:44;31.3333;33.3333;55;1009.14;1.06093;101;0;
1596994244;09/08/2020 17:30:44;31.2222;33.3333;58;1009.14;0;101;0;
1596994304;09/08/2020 17:31:44;31.1111;33.3333;59;1009.11;1.06093;101;0;
1596994364;09/08/2020 17:32:44;31;33.3333;59;1009.25;4.24374;54;0;
1596994424;09/08/2020 17:33:44;30.7778;33.3333;56;1009.21;2.12187;71;0;
1596994484;09/08/2020 17:34:44;30.6111;33.3333;58;1009.28;2.12187;30;0;
1596994544;09/08/2020 17:35:44;30.4444;33.3333;57;1009.28;1.06093;36;0;
1596994604;09/08/2020 17:36:44;30.2778;33.3333;56;1009.31;2.12187;11;0;
1596994664;09/08/2020 17:37:44;30.1111;33.3333;56;1009.38;2.12187;42;0;
1596994724;09/08/2020 17:38:44;30;33.3333;57;1009.35;4.24374;355;0;
1596994784;09/08/2020 17:39:44;29.8333;33.3333;55;1009.38;2.12187;317;0;
1596994845;09/08/2020 17:40:45;29.7222;32.7778;55;1009.41;3.1828;5;0;
1596994905;09/08/2020 17:41:45;29.6111;32.7778;56;1009.41;2.12187;15;0;
1596994965;09/08/2020 17:42:45;29.5;32.7778;57;1009.41;3.1828;86;0;
1596995025;09/08/2020 17:43:45;29.3889;32.7778;57;1009.45;1.06093;117;0;
1596995085;09/08/2020 17:44:45;29.3333;32.7778;56;1009.45;1.06093;117;0;
1596995145;09/08/2020 17:45:45;29.3333;32.7778;56;1009.58;2.12187;117;0;
1596995205;09/08/2020 17:46:45;29.2778;32.7778;57;1009.55;0;117;0;
1596995265;09/08/2020 17:47:45;29.2778;32.7778;57;1009.58;1.06093;117;0;
1596995325;09/08/2020 17:48:45;29.2222;32.7778;57;1009.58;0;117;0;
1596995385;09/08/2020 17:49:45;29.2222;32.7778;57;1009.72;1.06093;117;0;
