TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;
1544875617;15/12/2018 12:06:57;17,8889;21,6667;79;945,344;3,1828;41;
1544875677;15/12/2018 12:07:57;17,8889;21,6667;80;945,344;1,06093;331;
1544875737;15/12/2018 12:08:57;17,8889;21,6667;80;945,344;2,12187;333;
1544875797;15/12/2018 12:09:57;17,8889;21,6667;80;945,311;1,06093;342;
1544875857;15/12/2018 12:10:57;17,8889;21,6667;80;945,344;2,12187;342;
1544875917;15/12/2018 12:11:57;17,9444;21,6667;80;945,378;5,30467;34;
1544875977;15/12/2018 12:12:57;17,9444;21,6667;79;945,378;4,24374;20;
1544876037;15/12/2018 12:13:57;17,9444;21,6667;79;945,344;0;5;
1544876097;15/12/2018 12:14:57;17,8889;21,6667;79;945,378;1,06093;15;
1544876158;15/12/2018 12:15:58;17,8889;21,6667;79;945,412;3,1828;335;
1544876218;15/12/2018 12:16:58;17,8889;21,6667;79;945,378;3,1828;44;
1544876278;15/12/2018 12:17:58;17,8333;21,6667;79;945,412;2,12187;42;
1544876338;15/12/2018 12:18:58;17,8333;21,6667;79;945,412;3,1828;355;
1544876398;15/12/2018 12:19:58;17,8333;21,6667;80;945,378;4,24374;324;
1544876458;15/12/2018 12:20:58;17,8333;21,6667;80;945,344;5,30467;16;
1544876518;15/12/2018 12:21:58;17,8333;21,1111;79;945,311;2,12187;50;
1544876578;15/12/2018 12:22:58;17,8333;21,1111;79;945,344;3,1828;19;
1544876638;15/12/2018 12:23:58;17,8333;21,1111;80;945,378;3,1828;343;
1544876698;15/12/2018 12:24:58;17,8333;21,1111;80;945,378;2,12187;338;
1544876758;15/12/2018 12:25:58;17,8333;21,1111;80;945,412;4,24374;5;
1544876819;15/12/2018 12:26:59;17,8333;21,1111;80;945,378;4,24374;26;
1544876879;15/12/2018 12:27:59;17,8333;21,1111;80;945,378;1,06093;19;
1544876939;15/12/2018 12:28:59;17,8333;21,1111;81;945,412;3,1828;355;
1544876999;15/12/2018 12:29:59;17,8333;21,1111;81;945,446;2,12187;9;
1544877059;15/12/2018 12:30:59;17,7778;21,1111;81;945,412;3,1828;331;
1544877119;15/12/2018 12:31:59;17,7778;21,1111;81;945,412;2,12187;332;
1544877179;15/12/2018 12:32:59;17,7222;21,1111;81;945,446;4,24374;331;
1544877239;15/12/2018 12:33:59;17,7222;21,1111;81;945,412;1,06093;332;
1544877299;15/12/2018 12:34:59;17,7222;21,1111;81;945,378;2,12187;333;
1544877359;15/12/2018 12:35:59;17,7222;21,1111;81;945,48;2,12187;90;
1544877419;15/12/2018 12:36:59;17,7222;21,1111;81;945,48;3,1828;38;
1544877480;15/12/2018 12:38:00;17,7222;21,1111;81;945,446;0;360;
1544877540;15/12/2018 12:39:00;17,7222;21,1111;81;945,446;3,1828;46;
1544877600;15/12/2018 12:40:00;17,7222;21,1111;81;945,514;0;33;
1544877660;15/12/2018 12:41:00;17,7778;21,1111;81;945,48;2,12187;38;
1544877720;15/12/2018 12:42:00;17,7778;21,1111;81;945,514;8,48747;67;
1544877780;15/12/2018 12:43:00;17,8333;21,1111;81;945,581;6,3656;10;
1544877840;15/12/2018 12:44:00;17,7778;21,1111;81;945,615;1,06093;51;
1544877900;15/12/2018 12:45:00;17,7778;21,1111;81;945,581;1,06093;21;
1544877960;15/12/2018 12:46:00;17,7778;21,1111;81;945,581;2,12187;347;
1544878020;15/12/2018 12:47:00;17,7778;21,1111;81;945,615;4,24374;355;
1544878080;15/12/2018 12:48:00;17,7222;21,1111;82;945,615;2,12187;5;
1544878141;15/12/2018 12:49:01;17,7222;21,1111;82;945,615;2,12187;42;
1544878201;15/12/2018 12:50:01;17,6667;21,1111;82;945,649;4,24374;5;
1544878261;15/12/2018 12:51:01;17,6667;21,1111;82;945,649;1,06093;5;
1544878321;15/12/2018 12:52:01;17,6111;21,1111;82;945,649;3,1828;15;
1544878381;15/12/2018 12:53:01;17,6111;21,1111;82;945,683;3,1828;49;
