TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;
1561219631;22/06/2019 16:07:11;23.5;21.1111;65;948.528;2.12187;93;
1561219691;22/06/2019 16:08:11;23.4444;21.1111;64;948.494;3.1828;84;
1561219751;22/06/2019 16:09:11;23.3889;21.1111;64;948.494;1.06093;84;
1561219811;22/06/2019 16:10:11;23.2778;21.1111;65;948.46;1.06093;92;
1561219871;22/06/2019 16:11:11;23.2222;21.1111;65;948.494;1.06093;92;
1561219931;22/06/2019 16:12:11;23.1667;21.1111;66;948.561;1.06093;92;
1561219991;22/06/2019 16:13:11;23.1667;21.1111;65;948.494;0;92;
1561220052;22/06/2019 16:14:12;23.1111;21.1111;66;948.561;0;92;
1561220112;22/06/2019 16:15:12;23.1111;21.1111;66;948.561;1.06093;92;
1561220172;22/06/2019 16:16:12;23.1111;21.1111;66;948.494;1.06093;92;
1561220232;22/06/2019 16:17:12;23.1111;21.1111;66;948.629;0;92;
1561220292;22/06/2019 16:18:12;23.1667;21.1111;66;948.595;0;111;
1561220352;22/06/2019 16:19:12;23.1667;21.6667;65;948.595;0;111;
1561220412;22/06/2019 16:20:12;23.1667;21.6667;66;948.629;1.06093;111;
1561220472;22/06/2019 16:21:12;23.2222;21.6667;65;948.629;0;111;
1561220532;22/06/2019 16:22:12;23.2222;21.6667;65;948.561;1.06093;111;
1561220592;22/06/2019 16:23:12;23.2222;21.6667;65;948.595;0;111;
1561220652;22/06/2019 16:24:12;23.2222;21.6667;65;948.595;0;111;
1561220713;22/06/2019 16:25:13;23.2222;21.6667;64;948.561;1.06093;111;
1561220773;22/06/2019 16:26:13;23.2222;21.6667;65;948.561;1.06093;111;
1561220833;22/06/2019 16:27:13;23.2222;21.6667;65;948.561;1.06093;111;
1561220893;22/06/2019 16:28:13;23.1667;21.6667;65;948.663;0;111;
1561220953;22/06/2019 16:29:13;23.1667;21.6667;65;948.663;2.12187;111;
1561221013;22/06/2019 16:30:13;23.1667;21.6667;65;948.765;0;111;
1561221073;22/06/2019 16:31:13;23.1667;21.6667;65;948.629;0;111;
1561221133;22/06/2019 16:32:13;23.2222;21.6667;65;948.663;0;111;
1561221193;22/06/2019 16:33:13;23.2222;21.6667;66;948.663;2.12187;88;
1561221253;22/06/2019 16:34:13;23.2222;21.6667;66;948.765;1.06093;88;
1561221313;22/06/2019 16:35:13;23.2222;21.6667;66;948.765;1.06093;88;
1561221374;22/06/2019 16:36:14;23.2222;21.6667;66;948.731;0;88;
1561221434;22/06/2019 16:37:14;23.2778;21.6667;66;948.765;0;88;
1561221494;22/06/2019 16:38:14;23.2778;21.6667;65;948.697;1.06093;304;
1561221554;22/06/2019 16:39:14;23.2778;21.6667;65;948.697;0;304;
1561221614;22/06/2019 16:40:14;23.2778;21.6667;66;948.697;0;304;
1561221674;22/06/2019 16:41:14;23.2778;21.6667;65;948.663;0;304;
1561221734;22/06/2019 16:42:14;23.2778;21.6667;66;948.663;0;304;
1561221794;22/06/2019 16:43:14;23.2778;21.6667;65;948.697;0;304;
1561221854;22/06/2019 16:44:14;23.2778;21.6667;65;948.595;1.06093;317;
1561221914;22/06/2019 16:45:14;23.2222;21.6667;66;948.561;1.06093;317;
1561221975;22/06/2019 16:46:15;23.2222;21.6667;66;948.595;1.06093;317;
1561222035;22/06/2019 16:47:15;23.2222;21.6667;66;948.561;1.06093;32;
1561222095;22/06/2019 16:48:15;23.2222;21.6667;65;948.494;1.06093;32;
1561222155;22/06/2019 16:49:15;23.2222;21.6667;65;948.426;2.12187;32;
1561222215;22/06/2019 16:50:15;23.2778;21.6667;65;948.561;1.06093;32;
1561222275;22/06/2019 16:51:15;23.2778;21.6667;64;948.494;0;32;
1561222335;22/06/2019 16:52:15;23.2778;21.6667;64;948.595;0;334;
1561222395;22/06/2019 16:53:15;23.3333;21.6667;65;948.629;0;334;
1561222455;22/06/2019 16:54:15;23.4444;21.6667;66;948.561;1.06093;22;
1561222515;22/06/2019 16:55:15;23.5;21.6667;65;948.595;2.12187;87;
1561222575;22/06/2019 16:56:15;23.5;21.6667;65;948.629;2.12187;88;
1561222636;22/06/2019 16:57:16;23.5556;21.6667;65;948.561;1.06093;88;
1561222696;22/06/2019 16:58:16;23.5556;21.6667;65;948.629;1.06093;88;
1561222756;22/06/2019 16:59:16;23.5;21.6667;65;948.697;2.12187;84;
1561222816;22/06/2019 17:00:16;23.5;21.6667;66;948.663;0;84;
1561222876;22/06/2019 17:01:16;23.4444;21.6667;66;948.595;1.06093;84;
1561222936;22/06/2019 17:02:16;23.3889;21.6667;66;948.663;1.06093;84;
1561222996;22/06/2019 17:03:16;23.2778;21.6667;66;948.697;1.06093;84;
1561223056;22/06/2019 17:04:16;23.2222;21.6667;66;948.629;0;84;
1561223116;22/06/2019 17:05:16;23.1667;21.6667;66;948.629;0;84;
1561223176;22/06/2019 17:06:16;23.1111;21.6667;67;948.595;0;84;
1561223236;22/06/2019 17:07:16;23.0556;21.6667;66;948.663;1.06093;84;
1561223297;22/06/2019 17:08:17;23.0556;21.6667;66;948.561;0;84;
1561223357;22/06/2019 17:09:17;22.9444;21.6667;67;948.629;0;84;
1561223417;22/06/2019 17:10:17;22.8889;21.6667;67;948.629;0;84;
1561223477;22/06/2019 17:11:17;22.8333;21.6667;67;948.629;1.06093;84;
1561223537;22/06/2019 17:12:17;22.7778;21.1111;67;948.765;1.06093;84;
1561223597;22/06/2019 17:13:17;22.7778;21.1111;67;948.765;0;84;
1561223657;22/06/2019 17:14:17;22.7222;21.1111;67;948.866;3.1828;76;
1561223717;22/06/2019 17:15:17;22.6667;21.1111;67;948.9;3.1828;103;
1561223777;22/06/2019 17:16:17;22.5556;21.1111;68;948.968;2.12187;91;
1561223837;22/06/2019 17:17:17;22.4444;21.1111;68;948.968;3.1828;87;
1561223897;22/06/2019 17:18:17;22.3333;21.1111;69;948.934;2.12187;88;
1561223958;22/06/2019 17:19:18;22.2778;21.1111;69;948.9;3.1828;89;
1561224018;22/06/2019 17:20:18;22.1111;21.1111;69;949.002;2.12187;101;
1561224078;22/06/2019 17:21:18;22;21.1111;69;948.9;1.06093;86;
1561224138;22/06/2019 17:22:18;21.8889;21.1111;69;948.934;2.12187;90;
1561224198;22/06/2019 17:23:18;21.7222;21.1111;70;948.968;1.06093;80;
1561224258;22/06/2019 17:24:18;21.6667;21.1111;70;949.002;0;81;
1561224318;22/06/2019 17:25:18;21.5556;21.1111;70;948.968;2.12187;84;
1561224378;22/06/2019 17:26:18;21.4444;21.1111;70;948.968;0;86;
1561224438;22/06/2019 17:27:18;21.3333;21.1111;70;948.934;0;86;
1561224498;22/06/2019 17:28:18;21.2778;21.1111;70;949.002;0;86;
1561224558;22/06/2019 17:29:18;21.2222;21.1111;71;949.002;1.06093;101;
1561224619;22/06/2019 17:30:19;21.1667;21.1111;71;949.002;2.12187;92;
1561224679;22/06/2019 17:31:19;21.0556;21.1111;71;949.002;0;92;
1561224739;22/06/2019 17:32:19;21;21.1111;71;949.002;2.12187;92;
