TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;
1558782267;25/05/2019 11:04:27;15.3889;25;68;1007.55;3.1828;186;
1558782327;25/05/2019 11:05:27;15.3889;25.5556;68;1007.52;2.12187;161;
1558782387;25/05/2019 11:06:27;15.3889;25.5556;68;1007.59;2.12187;170;
1558782447;25/05/2019 11:07:27;15.4444;25.5556;68;1007.59;5.30467;171;
1558782508;25/05/2019 11:08:28;15.4444;0;68;1007.69;1.06093;344;
1558782568;25/05/2019 11:09:28;15.4444;0;68;1007.65;1.06093;313;
1558782628;25/05/2019 11:10:28;15.4444;26.6667;68;1007.72;3.1828;223;
1558782688;25/05/2019 11:11:28;15.5;26.6667;68;1007.72;3.1828;338;
1558782748;25/05/2019 11:12:28;15.5;26.6667;67;1007.76;5.30467;247;
1558782808;25/05/2019 11:13:28;15.5;26.6667;68;1007.62;2.12187;355;
1558782868;25/05/2019 11:14:28;15.5;27.2222;68;1007.76;4.24374;113;
1558782928;25/05/2019 11:15:28;15.5556;27.2222;68;1007.72;1.06093;163;
1558782988;25/05/2019 11:16:28;15.6111;27.2222;68;1007.69;3.1828;351;
1558783048;25/05/2019 11:17:28;15.6111;27.2222;68;1007.65;1.06093;342;
1558783108;25/05/2019 11:18:28;15.6667;27.2222;68;1007.55;1.06093;342;
1558783169;25/05/2019 11:19:29;15.7222;27.2222;68;1007.59;3.1828;323;
1558783229;25/05/2019 11:20:29;15.7778;27.2222;68;1007.62;4.24374;43;
1558783289;25/05/2019 11:21:29;15.7778;27.2222;68;1007.62;1.06093;334;
1558783349;25/05/2019 11:22:29;15.8333;27.2222;67;1007.59;7.42654;282;
1558783409;25/05/2019 11:23:29;15.8333;27.2222;67;1007.62;4.24374;185;
1558783469;25/05/2019 11:24:29;15.8889;26.6667;67;1007.59;5.30467;228;
1558783529;25/05/2019 11:25:29;15.8333;26.6667;67;1007.59;3.1828;262;
1558783589;25/05/2019 11:26:29;15.8333;26.6667;67;1007.55;3.1828;248;
1558783649;25/05/2019 11:27:29;15.7778;26.6667;66;1007.59;3.1828;207;
1558783709;25/05/2019 11:28:29;15.8333;26.6667;66;1007.59;1.06093;186;
1558783769;25/05/2019 11:29:29;15.8333;26.6667;66;1007.65;3.1828;191;
1558783830;25/05/2019 11:30:30;15.8333;26.6667;66;1007.65;4.24374;345;
1558783890;25/05/2019 11:31:30;15.8333;26.6667;66;1007.55;9.54841;262;
1558783950;25/05/2019 11:32:30;15.8333;26.6667;66;1007.59;2.12187;224;
1558784010;25/05/2019 11:33:30;15.8333;26.6667;66;1007.62;3.1828;190;
1558784070;25/05/2019 11:34:30;15.8333;26.6667;66;1007.55;2.12187;310;
1558784130;25/05/2019 11:35:30;15.8333;26.6667;66;1007.65;1.06093;207;
1558784190;25/05/2019 11:36:30;15.8333;26.6667;66;1007.59;1.06093;192;
1558784250;25/05/2019 11:37:30;15.8333;26.6667;66;1007.55;2.12187;248;
1558784310;25/05/2019 11:38:30;15.8889;26.6667;66;1007.65;5.30467;204;
1558784370;25/05/2019 11:39:30;15.8889;26.6667;66;1007.62;4.24374;201;
1558784430;25/05/2019 11:40:30;15.8889;26.6667;66;1007.65;4.24374;280;
1558784491;25/05/2019 11:41:31;15.9444;26.6667;66;1007.65;1.06093;78;
1558784551;25/05/2019 11:42:31;15.9444;26.6667;66;1007.69;2.12187;318;
1558784611;25/05/2019 11:43:31;16;26.6667;66;1007.65;2.12187;270;
1558784671;25/05/2019 11:44:31;16;26.6667;66;1007.62;4.24374;261;
1558784731;25/05/2019 11:45:31;15.9444;0;66;1007.55;7.42654;279;
1558784791;25/05/2019 11:46:31;15.8889;0;66;1007.62;3.1828;119;
1558784851;25/05/2019 11:47:31;15.8333;0;66;1007.62;5.30467;315;
1558784911;25/05/2019 11:48:31;15.8889;25.5556;66;1007.59;2.12187;202;
1558784971;25/05/2019 11:49:31;15.8889;25.5556;66;1007.59;11.6703;233;
1558785031;25/05/2019 11:50:31;15.8333;25.5556;66;1007.62;2.12187;188;
