TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;
1553324825;23/03/2019 07:07:05;28.6667;40;85;1007.42;7.42654;180;
1553324885;23/03/2019 07:08:05;28.6667;40;85;1007.42;8.48747;148;
1553324945;23/03/2019 07:09:05;28.6111;40;85;1007.38;5.30467;120;
1553325005;23/03/2019 07:10:05;28.5556;40;85;1007.38;5.30467;156;
1553325065;23/03/2019 07:11:05;28.5556;40;85;1007.35;1.06093;140;
1553325125;23/03/2019 07:12:05;28.5;40;85;1007.32;4.24374;171;
1553325185;23/03/2019 07:13:05;28.4444;40;85;1007.28;2.12187;173;
1553325245;23/03/2019 07:14:05;28.4444;40;85;1007.25;6.3656;115;
1553325305;23/03/2019 07:15:05;28.3889;40;85;1007.28;3.1828;151;
1553325365;23/03/2019 07:16:05;28.3333;40;86;1007.21;3.1828;144;
1553325425;23/03/2019 07:17:05;28.3333;40;86;1007.18;4.24374;130;
1553325486;23/03/2019 07:18:06;28.2778;40;86;1007.11;2.12187;132;
1553325546;23/03/2019 07:19:06;28.2778;40;86;1007.08;3.1828;148;
1553325606;23/03/2019 07:20:06;28.2778;40;86;1007.04;5.30467;136;
1553325666;23/03/2019 07:21:06;28.2778;40;86;1006.98;6.3656;159;
1553325726;23/03/2019 07:22:06;28.2222;40;86;1007.08;5.30467;126;
1553325786;23/03/2019 07:23:06;28.2222;40;86;1007.01;4.24374;162;
1553325846;23/03/2019 07:24:06;28.1667;40;86;1006.94;4.24374;128;
1553325906;23/03/2019 07:25:06;28.1667;40;86;1006.88;5.30467;130;
1553325966;23/03/2019 07:26:06;28.1111;40;86;1006.88;7.42654;113;
1553326026;23/03/2019 07:27:06;28.0556;40;86;1006.84;2.12187;144;
1553326086;23/03/2019 07:28:06;28;40;86;1006.84;8.48747;144;
1553326147;23/03/2019 07:29:07;27.9444;40;86;1006.77;2.12187;134;
1553326207;23/03/2019 07:30:07;27.8889;40;86;1006.81;3.1828;128;
1553326267;23/03/2019 07:31:07;27.7778;40;87;1006.71;4.24374;118;
1553326327;23/03/2019 07:32:07;27.7778;40;87;1006.84;3.1828;133;
1553326387;23/03/2019 07:33:07;27.7778;40;87;1006.91;8.48747;138;
1553326447;23/03/2019 07:34:07;27.8333;40;87;1006.84;3.1828;130;
1553326507;23/03/2019 07:35:07;27.8333;40;87;1006.74;3.1828;167;
1553326567;23/03/2019 07:36:07;27.8333;39.4444;87;1006.74;4.24374;127;
1553326627;23/03/2019 07:37:07;27.8333;39.4444;87;1006.74;7.42654;139;
1553326687;23/03/2019 07:38:07;27.8333;39.4444;87;1006.77;5.30467;140;
1553326747;23/03/2019 07:39:07;27.8333;39.4444;87;1006.77;4.24374;142;
1553326808;23/03/2019 07:40:08;27.8333;39.4444;87;1006.77;6.3656;155;
1553326868;23/03/2019 07:41:08;27.8333;39.4444;87;1006.67;5.30467;133;
1553326928;23/03/2019 07:42:08;27.7778;39.4444;87;1006.67;7.42654;122;
1553326988;23/03/2019 07:43:08;27.7778;39.4444;87;1006.74;1.06093;158;
1553327048;23/03/2019 07:44:08;27.7222;39.4444;87;1006.64;3.1828;113;
1553327108;23/03/2019 07:45:08;27.7222;39.4444;88;1006.67;3.1828;141;
1553327168;23/03/2019 07:46:08;27.7222;39.4444;88;1006.67;2.12187;123;
1553327228;23/03/2019 07:47:08;27.7222;39.4444;88;1006.67;3.1828;148;
1553327288;23/03/2019 07:48:08;27.7222;39.4444;87;1006.64;2.12187;183;
1553327348;23/03/2019 07:49:08;27.6667;39.4444;88;1006.6;4.24374;140;
1553327409;23/03/2019 07:50:09;27.6667;39.4444;88;1006.71;3.1828;113;
1553327469;23/03/2019 07:51:09;27.6667;39.4444;88;1006.64;7.42654;134;
1553327529;23/03/2019 07:52:09;27.6667;39.4444;88;1006.71;4.24374;122;
1553327589;23/03/2019 07:53:09;27.7222;39.4444;88;1006.67;5.30467;205;
1553327649;23/03/2019 07:54:09;27.7222;39.4444;88;1006.71;6.3656;144;
1553327709;23/03/2019 07:55:09;27.7222;39.4444;88;1006.67;4.24374;144;
1553327769;23/03/2019 07:56:09;27.7778;39.4444;88;1006.67;2.12187;158;
1553327829;23/03/2019 07:57:09;27.7778;39.4444;88;1006.77;4.24374;149;
1553327889;23/03/2019 07:58:09;27.8333;39.4444;88;1006.74;3.1828;138;
1553327949;23/03/2019 07:59:09;27.8889;39.4444;88;1006.74;3.1828;174;
1553328009;23/03/2019 08:00:09;27.8889;39.4444;88;1006.71;1.06093;124;
1553328070;23/03/2019 08:01:10;27.8889;38.8889;87;1006.74;4.24374;155;
1553328130;23/03/2019 08:02:10;27.8889;38.8889;87;1006.71;4.24374;122;
1553328190;23/03/2019 08:03:10;27.8889;38.8889;88;1006.77;3.1828;132;
1553328250;23/03/2019 08:04:10;27.8333;38.8889;88;1006.71;3.1828;136;
1553328310;23/03/2019 08:05:10;27.8333;38.8889;88;1006.71;1.06093;136;
1553328370;23/03/2019 08:06:10;27.7778;38.8889;87;1006.67;4.24374;121;
1553328430;23/03/2019 08:07:10;27.7778;38.8889;88;1006.74;3.1828;134;
1553328490;23/03/2019 08:08:10;27.7222;38.8889;87;1006.67;2.12187;169;
1553328550;23/03/2019 08:09:10;27.6667;38.8889;88;1006.71;2.12187;115;
