TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1574424440;22/11/2019 12:07:20;19.1667;27.2222;32;940.197;3.1828;148;0;
1574424500;22/11/2019 12:08:20;19.1667;27.2222;33;940.163;1.06093;5;0;
1574424560;22/11/2019 12:09:20;19.2222;27.2222;33;940.197;6.3656;167;0;
1574424620;22/11/2019 12:10:20;19.2222;27.2222;33;940.231;5.30467;163;0;
1574424680;22/11/2019 12:11:20;19.2778;27.2222;33;940.265;6.3656;175;0;
1574424740;22/11/2019 12:12:20;19.2778;27.2222;32;940.197;4.24374;152;0;
1574424800;22/11/2019 12:13:20;19.2222;27.2222;33;940.231;5.30467;139;0;
1574424860;22/11/2019 12:14:20;19.2222;27.2222;33;940.197;2.12187;168;0;
1574424920;22/11/2019 12:15:20;19.2222;27.2222;33;940.163;2.12187;146;0;
1574424980;22/11/2019 12:16:20;19.1667;26.6667;33;940.129;2.12187;134;0;
1574425041;22/11/2019 12:17:21;19.1667;26.6667;33;940.095;3.1828;155;0;
1574425101;22/11/2019 12:18:21;19.1111;26.6667;33;940.197;3.1828;111;0;
1574425161;22/11/2019 12:19:21;19.0556;26.6667;33;940.163;2.12187;133;0;
1574425221;22/11/2019 12:20:21;19.0556;26.6667;33;940.231;1.06093;133;0;
1574425281;22/11/2019 12:21:21;19.0556;26.6667;33;940.265;4.24374;161;0;
1574425341;22/11/2019 12:22:21;19.0556;26.6667;33;940.231;2.12187;132;0;
1574425401;22/11/2019 12:23:21;19.0556;26.6667;33;940.265;5.30467;181;0;
1574425461;22/11/2019 12:24:21;19.0556;26.6667;33;940.332;4.24374;200;0;
1574425521;22/11/2019 12:25:21;19.0556;26.6667;33;940.299;2.12187;190;0;
1574425581;22/11/2019 12:26:21;19.0556;26.6667;33;940.265;4.24374;143;0;
1574425641;22/11/2019 12:27:21;19.0556;26.6667;33;940.299;2.12187;163;0;
1574425702;22/11/2019 12:28:22;19.0556;26.6667;33;940.231;5.30467;157;0;
1574425762;22/11/2019 12:29:22;19.0556;26.6667;33;940.265;2.12187;157;0;
1574425822;22/11/2019 12:30:22;19.0556;26.6667;33;940.231;1.06093;180;0;
1574425882;22/11/2019 12:31:22;19;26.6667;32;940.231;4.24374;180;0;
1574425942;22/11/2019 12:32:22;19.0556;26.6667;32;940.231;4.24374;184;0;
1574426002;22/11/2019 12:33:22;19.0556;26.6667;32;940.129;8.48747;173;0;
1574426062;22/11/2019 12:34:22;19;26.6667;31;940.163;4.24374;168;0;
1574426122;22/11/2019 12:35:22;19;26.6667;32;940.197;2.12187;187;0;
1574426182;22/11/2019 12:36:22;19;26.6667;31;940.265;2.12187;141;0;
1574426242;22/11/2019 12:37:22;19;26.6667;32;940.265;4.24374;179;0;
1574426303;22/11/2019 12:38:23;19;26.6667;32;940.265;1.06093;161;0;
1574426363;22/11/2019 12:39:23;19.0556;26.6667;31;940.265;3.1828;157;0;
1574426423;22/11/2019 12:40:23;19.0556;26.6667;32;940.299;3.1828;184;0;
1574426483;22/11/2019 12:41:23;19.1111;26.6667;32;940.299;3.1828;180;0;
1574426543;22/11/2019 12:42:23;19.1111;26.6667;33;940.366;2.12187;165;0;
1574426603;22/11/2019 12:43:23;19.1667;26.6667;33;940.502;3.1828;158;0;
1574426663;22/11/2019 12:44:23;19.1667;26.6667;33;940.502;1.06093;217;0;
1574426723;22/11/2019 12:45:23;19.2222;26.6667;33;940.434;1.06093;199;0;
1574426783;22/11/2019 12:46:23;19.2222;26.6667;33;940.502;1.06093;199;0;
1574426843;22/11/2019 12:47:23;19.2778;26.6667;33;940.502;5.30467;167;0;
1574426903;22/11/2019 12:48:23;19.2778;26.5555;33;940.4;3.1828;194;0;
1574426964;22/11/2019 12:49:24;19.2778;26.5555;33;940.366;4.24374;140;0;
1574427024;22/11/2019 12:50:24;19.2222;26.5555;33;940.332;3.1828;143;0;
1574427084;22/11/2019 12:51:24;19.2222;26.5555;33;940.299;3.1828;150;0;
1574427144;22/11/2019 12:52:24;19.2222;26.5555;33;941.856;3.1828;161;0;
