TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1574510853;23/11/2019 12:07:33;21.8333;28.8889;37;939.418;7.42654;149;0;
1574510913;23/11/2019 12:08:33;21.7778;28.8889;37;939.486;11.6703;136;0;
1574510973;23/11/2019 12:09:33;21.8333;28.8889;37;939.486;8.48747;136;0;
1574511033;23/11/2019 12:10:33;21.8333;28.8889;37;939.52;3.1828;225;0;
1574511093;23/11/2019 12:11:33;21.8889;28.8889;37;939.52;4.24374;142;0;
1574511153;23/11/2019 12:12:33;21.8889;28.8889;37;939.452;6.3656;149;0;
1574511213;23/11/2019 12:13:33;21.9444;28.8889;36;939.486;6.3656;156;0;
1574511273;23/11/2019 12:14:33;21.9444;28.8889;37;939.52;7.42654;165;0;
1574511333;23/11/2019 12:15:33;21.9444;28.8889;36;939.452;7.42654;157;0;
1574511393;23/11/2019 12:16:33;21.9444;28.8889;36;939.52;5.30467;184;0;
1574511453;23/11/2019 12:17:33;21.9444;28.8889;37;939.52;6.3656;147;0;
1574511514;23/11/2019 12:18:34;22;28.8889;37;939.52;6.3656;157;0;
1574511574;23/11/2019 12:19:34;22;28.8889;36;939.554;7.42654;156;0;
1574511634;23/11/2019 12:20:34;22.0556;28.8889;36;939.52;5.30467;210;0;
1574511694;23/11/2019 12:21:34;22.0556;28.8889;36;939.52;7.42654;132;0;
1574511754;23/11/2019 12:22:34;22.0556;28.8889;36;939.486;4.24374;163;0;
1574511814;23/11/2019 12:23:34;22;28.8889;36;939.486;5.30467;148;0;
1574511874;23/11/2019 12:24:34;22;28.8889;36;939.52;7.42654;146;0;
1574511934;23/11/2019 12:25:34;22;28.8889;37;939.52;5.30467;155;0;
1574511994;23/11/2019 12:26:34;21.9444;28.8889;37;939.52;6.3656;147;0;
1574512054;23/11/2019 12:27:34;21.9444;28.8889;37;939.588;2.12187;186;0;
1574512114;23/11/2019 12:28:34;21.9444;28.8889;37;939.588;3.1828;155;0;
1574512175;23/11/2019 12:29:35;21.9444;28.8889;37;939.52;5.30467;157;0;
1574512235;23/11/2019 12:30:35;21.9444;28.8889;37;939.554;3.1828;151;0;
1574512295;23/11/2019 12:31:35;21.9444;28.8889;37;939.52;5.30467;173;0;
1574512355;23/11/2019 12:32:35;21.9444;28.8889;37;939.554;4.24374;231;0;
1574512415;23/11/2019 12:33:35;21.9444;28.8889;36;939.52;10.6093;168;0;
1574512475;23/11/2019 12:34:35;21.9444;28.8889;36;939.52;5.30467;140;0;
1574512535;23/11/2019 12:35:35;21.8889;28.8889;36;939.52;6.3656;137;0;
1574512595;23/11/2019 12:36:35;21.8333;28.8889;36;939.52;4.24374;177;0;
1574512655;23/11/2019 12:37:35;21.8333;28.3333;36;939.52;5.30467;163;0;
1574512715;23/11/2019 12:38:35;21.7778;28.3333;36;939.554;4.24374;149;0;
1574512775;23/11/2019 12:39:35;21.7778;28.3333;36;939.52;9.54841;191;0;
1574512836;23/11/2019 12:40:36;21.7778;28.3333;36;939.52;4.24374;192;0;
1574512896;23/11/2019 12:41:36;21.7222;28.3333;36;939.486;5.30467;174;0;
1574512956;23/11/2019 12:42:36;21.7222;28.3333;36;939.452;5.30467;194;0;
1574513016;23/11/2019 12:43:36;21.7222;28.3333;36;939.486;3.1828;143;0;
1574513076;23/11/2019 12:44:36;21.7222;28.3333;36;939.486;4.24374;161;0;
1574513136;23/11/2019 12:45:36;21.7222;28.3333;36;939.486;3.1828;187;0;
1574513196;23/11/2019 12:46:36;21.7222;28.3333;36;939.486;9.54841;148;0;
1574513256;23/11/2019 12:47:36;21.7222;28.3333;36;939.486;8.48747;150;0;
1574513316;23/11/2019 12:48:36;21.7222;28.3333;36;939.486;4.24374;155;0;
1574513376;23/11/2019 12:49:36;21.7222;28.3333;36;939.52;7.42654;199;0;
1574513437;23/11/2019 12:50:37;21.7222;28.3333;36;939.52;1.06093;158;0;
1574513497;23/11/2019 12:51:37;21.7222;28.3333;36;939.554;8.48747;162;0;
1574513557;23/11/2019 12:52:37;21.7222;28.3333;36;939.52;4.24374;177;0;
